epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
1,1.565710303271452,0.9038987236103294,0.6618115786568124,1.5652692155658918,0.9129316206549255,0.6523375940714644
2,1.5423897956979686,0.8862404361787635,0.6561493577441452,1.551717802392485,0.8886158880493451,0.6631019121044678
3,1.5308839064967297,0.8772087630620197,0.6536751448827851,1.5442669433607181,0.9023711251820756,0.6418958205572316
4,1.5236112686533914,0.8713909720178682,0.6522202980835984,1.5646902675360022,0.9172679700761893,0.6474222973198958
